,HS_CODE
6929,5205481000
6930,5205489000
6931,5206111000
6932,5206119000
6933,5206121000
6934,5206129000
6935,5206131000
6936,5206139000
6937,5206141000
6938,5206149000
6939,5206151000
6940,5206159000
6941,5206211000
6942,5206219000
6943,5206221000
6944,5206229000
6945,5206231000
6946,5206239000
6947,5206241000
6948,5206249000
6949,5206251000
6950,5206259000
6951,5206311000
6952,5206319000
6953,5206321000
6954,5206329000
6955,5206331000
6956,5206339000
6957,5206341000
6958,5206349000
6959,5206351000
6960,5206359000
6961,5206411000
6962,5206419000
6963,5206421000
6964,5206429000
6965,5206431000
6966,5206439000
6967,5206441000
6968,5206449000
6969,5206451000
6970,5206459000
6971,5207101000
6972,5207109000
6973,5207901000
6974,5207909000
6975,5208110000
6976,5208120000
6977,5208130000
6978,5208190000
6979,5208210000
6980,5208220000
6981,5208230000
6982,5208290000
6983,5208310000
6984,5208320000
6985,5208330000
6986,5208390000
6987,5208410000
6988,5208420000
6989,5208430000
6990,5208490000
6991,5208510000
6992,5208520000
6993,5208591000
6994,5208599000
6995,5209110000
6996,5209120000
6997,5209190000
6998,5209210000
6999,5209220000
7000,5209290000
7001,5209310000
7002,5209320000
7003,5209390000
7004,5209410000
7005,5209420000
7006,5209430000
7007,5209490000
7008,5209510000
7009,5209520000
7010,5209590000
7011,5210110000
7012,5210191000
7013,5210199000
7014,5210210000
7015,5210291000
7016,5210299000
7017,5210310000
7018,5210320000
7019,5210390000
7020,5210410000
7021,5210491000
7022,5210499000
7023,5210510000
7024,5210590000
7025,5211110000
7026,5211120000
7027,5211190000
7028,5211200000
7029,5211310000
7030,5211320000
7031,5211390000
7032,5211410000
7033,5211420000
7034,5211430000
7035,5211490000
7036,5211510000
7037,5211520000
7038,5211590000
7039,5212110000
7040,5212120000
7041,5212130000
7042,5212140000
7043,5212150000
7044,5212210000
7045,5212220000
7046,5212230000
7047,5212240000
7048,5212250000
7049,5301100000
7050,5301210000
7051,5301290000
7052,5301301000
7053,5301302000
7054,5302100000
7055,5302901000
7056,53029020
7057,5302902010
7058,5302902020
7059,5303101000
7060,5303102000
7061,53039010
7062,5303901010
7063,5303901090
7064,53039090
7065,5303909010
7066,5303909090
7067,5305001000
7068,5305002000
7069,5305003000
7070,5305009000
7071,5306101000
7072,5306102000
7073,5306201000
7074,5306202000
7075,5307101000
7076,5307109000
7077,5307201000
7078,5307209000
7079,5308100000
7080,5308200000
7081,5308901000
7082,5308909000
7083,5309110000
7084,5309190000
7085,5309210000
7086,5309290000
7087,5310101000
7088,5310109000
7089,5310901000
7090,5310909000
7091,5311001000
7092,5311002000
7093,5311003000
7094,5311009000
7095,5401101000
7096,5401102000
7097,5401103000
7098,5401109000
7099,5401201000
7100,5401209000
7101,5402110000
7102,54021910
7103,540219101
7104,5402191011
7105,5402191012
7106,5402191019
7107,540219102
7108,5402191021
7109,5402191022
7110,5402191029
7111,5402191090
7112,5402199000
7113,5402200000
7114,54023110
7115,5402311010
7116,5402311020
7117,5402311090
7118,5402319000
7119,54023210
7120,5402321010
7121,5402321020
7122,5402321090
7123,5402329000
7124,5402331000
7125,5402339000
7126,5402340000
7127,5402390000
7128,5402440000
7129,54024510
7130,5402451010
7131,5402451020
7132,5402451090
7133,5402459000
7134,5402461000
7135,5402469000
7136,5402471000
7137,5402479000
7138,5402480000
7139,5402491000
7140,5402499000
7141,5402510000
7142,5402520000
7143,5402530000
7144,5402591000
7145,5402599000
7146,5402610000
7147,5402620000
7148,5402630000
7149,5402691000
7150,5402692000
7151,5402699000
7152,5403100000
7153,5403311000
7154,5403319000
7155,5403321000
7156,5403329000
7157,5403331000
7158,5403339000
7159,5403391000
7160,5403399000
7161,5403411000
7162,5403419000
7163,5403421000
7164,5403429000
7165,5403491000
7166,5403499000
7167,5404110000
7168,5404120000
7169,5404191000
7170,5404192000
7171,5404193000
7172,5404199000
7173,5404901000
7174,5404909000
7175,5405001000
7176,5405009000
7177,5406001000
7178,5406002000
7179,5407101000
7180,5407102000
7181,5407200000
7182,5407300000
7183,5407410000
7184,5407420000
7185,5407430000
7186,5407440000
7187,5407510000
7188,5407520000
7189,5407530000
7190,5407540000
7191,5407611000
7192,5407612000
7193,5407613000
7194,5407614000
7195,5407691000
7196,5407692000
7197,5407693000
7198,5407694000
7199,5407711000
7200,5407719000
7201,5407721000
7202,5407729000
7203,5407731000
7204,5407739000
7205,5407741000
7206,5407749000
7207,5407811000
7208,5407812000
7209,5407813000
7210,5407819000
7211,5407821000
7212,5407822000
7213,5407823000
7214,5407829000
7215,5407831000
7216,5407832000
7217,5407833000
7218,5407839000
7219,5407841000
7220,5407842000
7221,5407843000
7222,5407849000
7223,5407911000
7224,5407912000
7225,5407913000
7226,5407919000
7227,5407921000
7228,5407922000
7229,5407923000
7230,5407929000
7231,5407931000
7232,5407932000
7233,5407933000
7234,5407939000
7235,5407941000
7236,5407942000
7237,5407943000
7238,5407949000
7239,5408100000
7240,5408210000
7241,5408220000
7242,5408230000
7243,5408240000
7244,5408310000
7245,5408320000
7246,5408330000
7247,5408340000
7248,5501100000
7249,5501200000
7250,5501301000
7251,5501302000
7252,5501400000
7253,5501900000
7254,5502101000
7255,5502102000
7256,5502901000
7257,5502909000
7258,5503111000
7259,5503119000
7260,5503191000
7261,5503199000
7262,5503201000
7263,55032090
7264,5503209010
7265,5503209090
7266,55033010
7267,5503301010
7268,5503301090
7269,55033020
7270,5503302010
7271,5503302090
7272,5503400000
7273,5503900000
7274,5504101000
7275,5504102000
7276,5504109000
7277,5504902000
7278,5504909000
7279,5505100000
7280,5505200000
7281,5506101000
7282,5506109000
7283,5506201000
7284,5506209000
7285,55063010
7286,5506301010
7287,5506301090
7288,5506302000
7289,5506400000
7290,5506900000
7291,55070010
7292,5507001020
7293,5507001090
7294,5507002000
7295,5507009000
7296,5508101000
7297,5508102000
7298,5508103000
7299,5508109000
7300,5508201000
7301,5508209000
7302,5509111000
7303,5509119000
7304,5509121000
7305,5509129000
7306,5509211000
7307,5509219000
7308,5509221000
7309,5509229000
7310,5509311000
7311,5509312000
7312,5509321000
7313,5509322000
7314,5509410000
7315,5509420000
7316,5509510000
7317,5509520000
7318,5509530000
7319,5509590000
7320,5509611000
7321,5509612000
7322,5509621000
7323,5509622000
7324,55096910
7325,5509691010
7326,5509691020
7327,55096920
7328,5509692010
7329,5509692020
7330,5509911000
7331,5509919000
7332,5509921000
7333,5509929000
7334,5509990000
7335,5510111000
7336,5510112000
7337,5510119000
7338,5510121000
7339,5510129000
7340,5510201000
7341,5510209000
7342,5510301000
7343,5510302000
7344,5510309000
7345,5510901000
7346,5510902000
7347,5510909000
7348,5511101000
7349,5511102000
7350,5511103000
7351,5511109000
7352,5511201000
7353,5511202000
7354,5511203000
7355,5511209000
7356,5511301000
7357,5511309000
7358,5512110000
7359,5512191000
7360,5512192000
7361,5512193000
7362,5512211000
7363,5512212000
7364,5512290000
7365,5512911000
7366,5512919000
7367,5512991000
7368,5512999000
7369,5513110000
7370,5513120000
7371,5513130000
7372,5513191000
7373,55131920
7374,5513192010
7375,5513192020
7376,5513199000
7377,5513210000
7378,5513231000
7379,5513239000
7380,5513291000
7381,55132920
7382,5513292010
7383,5513292020
7384,5513299000
7385,5513310000
7386,5513391000
7387,55133920
7388,5513392010
7389,5513392020
7390,5513399000
7391,5513410000
7392,5513491000
7393,55134920
7394,5513492010
7395,5513492020
7396,5513499000
7397,5514110000
7398,5514120000
7399,5514191000
7400,55141920
7401,5514192010
7402,5514192020
7403,5514193000
7404,5514199000
7405,5514210000
7406,5514220000
7407,5514230000
7408,5514291000
7409,55142920
7410,5514292010
7411,5514292020
7412,5514299000
7413,5514300000
7414,5514410000
7415,5514420000
7416,5514430000
7417,5514491000
7418,55144920
7419,5514492010
7420,5514492020
7421,5514499000
7422,5515111000
7423,5515119000
7424,5515121000
7425,5515129000
7426,5515131000
7427,5515139000
7428,5515191000
7429,5515199000
7430,5515211000
7431,5515219000
7432,5515221000
7433,5515229000
7434,5515291000
7435,5515299000
7436,5515911000
7437,5515919000
7438,5515991000
7439,5515999000
7440,5516111000
7441,5516112000
7442,5516119000
7443,5516121000
7444,5516122000
7445,5516129000
7446,5516131000
7447,5516132000
7448,5516139000
7449,5516141000
7450,5516142000
7451,5516149000
7452,5516211000
7453,5516212000
7454,5516219000
7455,5516221000
7456,5516222000
7457,5516229000
7458,5516231000
7459,5516232000
7460,5516239000
7461,5516241000
7462,5516242000
7463,5516249000
7464,5516311000
7465,5516312000
7466,5516319000
7467,5516321000
7468,5516322000
7469,5516329000
7470,5516331000
7471,5516339000
7472,5516341000
7473,5516349000
7474,5516411000
7475,5516419000
7476,5516421000
7477,5516422000
7478,5516429000
7479,5516431000
7480,5516432000
7481,5516439000
7482,5516441000
7483,5516449000
7484,5516911000
7485,5516919000
7486,5516921000
7487,5516922000
7488,5516929000
7489,5516931000
7490,5516939000
7491,5516941000
7492,5516949000
7493,5601210000
7494,5601220000
7495,5601290000
7496,5601301000
7497,5601309000
7498,5602101000
7499,5602102000
7500,5602211000
7501,5602219000
7502,5602290000
7503,5602900000
7504,5603111000
7505,5603119000
7506,5603121000
7507,5603129000
7508,5603131000
7509,5603139000
7510,5603141000
7511,5603149000
7512,5603910000
7513,5603920000
7514,5603930000
7515,5603940000
7516,5604100000
7517,5604901000
7518,5604902000
7519,5604909000
7520,5605000000
7521,5606001000
7522,5606002000
7523,5606003000
7524,5606009000
7525,5607210000
7526,5607290000
7527,5607410000
7528,5607490000
7529,5607500000
7530,5607901000
7531,5607909000
7532,5608111000
7533,5608119000
7534,5608191000
7535,5608199000
7536,5608901000
7537,5608909000
7538,5609001000
7539,5609002000
7540,5609003000
7541,5609009000
7542,5701100000
7543,5701900000
7544,5702100000
7545,5702200000
7546,5702310000
7547,5702320000
7548,5702390000
7549,5702410000
7550,5702420000
7551,5702490000
7552,5702500000
7553,5702910000
7554,5702920000
7555,5702990000
7556,5703100000
7557,5703200000
7558,5703300000
7559,5703900000
7560,5704100000
7561,5704200000
7562,5704900000
7563,5705000000
7564,5801101000
7565,5801102000
7566,5801210000
7567,5801220000
7568,5801230000
7569,5801260000
7570,5801271000
7571,5801272000
7572,5801310000
7573,5801320000
7574,5801330000
7575,5801360000
7576,5801371000
7577,5801372000
7578,5801900000
7579,5802110000
7580,5802190000
7581,5802200000
7582,5802300000
7583,5803000000
7584,5804101000
7585,5804102000
7586,5804103000
7587,5804109000
7588,5804210000
7589,5804291000
7590,5804292000
7591,5804299000
7592,5804300000
7593,5805001000
7594,5805002000
7595,5806101000
7596,5806102000
7597,5806103000
7598,5806109000
7599,5806200000
7600,5806310000
7601,5806320000
7602,5806391000
7603,5806392000
7604,5806399000
7605,5806400000
7606,5807101000
7607,5807109000
7608,5807901000
7609,5807909000
7610,5808100000
7611,5808901000
7612,5808909000
7613,5809000000
7614,5810100000
7615,5810910000
7616,5810920000
7617,5810990000
7618,5811001000
7619,5811002000
7620,5811003000
7621,5811004000
7622,5811009000
7623,5901100000
7624,5901901000
7625,5901902000
7626,5901903000
7627,5902100000
7628,5902200000
7629,5902900000
7630,5903100000
7631,5903200000
7632,5903900000
7633,5904100000
7634,5904900000
7635,5905000000
7636,5906100000
7637,5906910000
7638,5906990000
7639,5907001000
7640,5907002000
7641,5907009000
7642,5908001000
7643,5908009000
7644,5909000000
7645,5910000000
7646,5911101000
7647,5911109000
7648,5911200000
7649,5911310000
7650,5911320000
7651,5911400000
7652,5911900000
7653,6001101000
7654,6001102000
7655,6001109000
7656,6001210000
7657,6001220000
7658,6001290000
7659,6001910000
7660,6001920000
7661,6001990000
7662,6002400000
7663,6002900000
7664,6003100000
7665,6003200000
7666,6003300000
7667,6003400000
7668,6003900000
7669,6004100000
7670,6004900000
7671,6005210000
7672,6005220000
7673,6005230000
7674,6005240000
7675,6005351000
7676,6005352000
7677,6005353000
7678,6005354000
7679,6005360000
7680,6005370000
7681,6005380000
7682,6005390000
7683,6005410000
7684,6005420000
7685,6005430000
7686,6005440000
7687,6005900000
7688,6006100000
7689,6006210000
7690,6006220000
7691,6006230000
7692,6006240000
7693,6006310000
7694,6006320000
7695,6006330000
7696,6006340000
7697,6006410000
7698,6006420000
7699,6006430000
7700,6006440000
7701,6006900000
7702,6101200000
7703,6101301000
7704,6101302000
7705,6101900000
7706,6102100000
7707,6102200000
7708,6102301000
7709,6102302000
7710,6102900000
7711,6103101000
7712,6103102000
7713,6103109000
7714,6103220000
7715,6103230000
7716,6103290000
7717,6103310000
7718,6103320000
7719,6103330000
7720,6103390000
7721,6103410000
7722,6103420000
7723,6103430000
7724,6103490000
7725,6104130000
7726,6104191000
7727,6104199000
7728,6104220000
7729,6104230000
7730,6104290000
7731,6104310000
7732,6104320000
7733,6104330000
7734,6104390000
7735,6104410000
7736,6104420000
7737,6104430000
7738,6104440000
7739,6104491000
7740,6104499000
7741,6104510000
7742,6104520000
7743,6104530000
7744,6104590000
7745,6104610000
7746,6104620000
7747,6104630000
7748,6104690000
7749,6105100000
7750,6105201000
7751,6105202000
7752,6105901000
7753,6105902000
7754,6105909000
7755,6106100000
7756,6106201000
7757,6106202000
7758,6106901000
7759,6106902000
7760,6106909000
7761,6107110000
7762,6107121000
7763,6107122000
7764,6107190000
7765,6107210000
7766,6107221000
7767,6107222000
7768,6107290000
7769,6107910000
7770,6107991000
7771,6107999000
7772,6108111000
7773,6108112000
7774,6108191000
7775,6108199000
7776,6108210000
7777,6108221000
7778,6108222000
7779,6108290000
7780,6108310000
7781,6108321000
7782,6108322000
7783,6108390000
7784,6108910000
7785,6108921000
7786,6108922000
7787,6108991000
7788,6108999000
7789,6109101000
7790,6109109000
7791,61099010
7792,6109901010
7793,6109901090
7794,61099020
7795,6109902010
7796,6109902090
7797,61099030
7798,6109903010
7799,6109903090
7800,61099090
7801,6109909010
7802,6109909090
7803,6110110000
7804,6110120000
7805,6110190000
7806,6110200000
7807,6110301000
7808,6110302000
7809,6110901000
7810,6110909000
7811,6111201000
7812,6111202000
7813,6111301000
7814,6111302000
7815,6111901000
7816,6111902000
7817,6112110000
7818,6112120000
7819,6112190000
7820,6112201000
7821,6112209000
7822,6112310000
7823,6112390000
7824,6112410000
7825,6112490000
7826,6113001000
7827,6113002000
7828,6113003000
7829,6114200000
7830,6114301000
7831,6114302000
7832,6114901000
7833,6114909000
7834,6115100000
7835,6115210000
7836,6115220000
7837,6115290000
7838,6115301000
7839,6115309000
7840,6115940000
7841,6115950000
7842,6115960000
7843,6115990000
7844,6116100000
7845,6116910000
7846,6116921000
7847,6116929000
7848,6116930000
7849,6116990000
7850,6117101000
7851,6117102000
7852,6117103000
7853,6117104000
7854,6117109000
7855,6117801000
7856,6117809000
7857,6117900000
7858,6201110000
7859,6201120000
7860,6201131000
7861,6201132000
7862,6201190000
7863,6201910000
7864,6201920000
7865,6201931000
7866,6201932000
7867,6201990000
7868,6202110000
7869,6202120000
7870,6202131000
7871,6202132000
7872,6202190000
7873,6202910000
7874,6202920000
7875,6202931000
7876,6202932000
7877,6202990000
7878,6203110000
7879,6203120000
7880,6203190000
7881,6203220000
7882,6203230000
7883,6203291000
7884,6203299000
7885,6203310000
7886,6203320000
7887,6203330000
7888,6203390000
7889,6203410000
7890,6203421000
7891,6203429000
7892,6203430000
7893,6203490000
7894,6204110000
7895,6204120000
7896,6204130000
7897,6204191000
7898,6204199000
7899,6204210000
7900,6204220000
7901,6204230000
7902,6204291000
7903,6204299000
7904,6204310000
7905,6204320000
7906,6204330000
7907,6204391000
7908,6204399000
7909,6204410000
7910,6204420000
7911,6204430000
7912,6204440000
7913,6204491000
7914,6204499000
7915,6204510000
7916,6204520000
7917,6204530000
7918,6204591000
7919,6204599000
7920,6204610000
7921,6204621000
7922,6204629000
7923,6204630000
7924,6204691000
7925,6204699000
7926,6205200000
7927,6205301000
7928,6205302000
7929,6205901000
7930,6205902000
7931,6205909000
7932,6206100000
7933,6206200000
7934,6206300000
7935,6206401000
7936,6206402000
7937,6206900000
7938,6207110000
7939,6207191000
7940,6207199000
7941,6207210000
7942,6207221000
7943,6207222000
7944,6207290000
7945,6207910000
7946,6207991000
7947,6207992000
7948,62079930
7949,6207993010
7950,6207993020
7951,6207999000
7952,6208111000
7953,6208112000
7954,6208191000
7955,6208192000
7956,6208199000
7957,6208210000
7958,6208221000
7959,6208222000
7960,6208290000
7961,6208910000
7962,6208921000
7963,6208922000
7964,6208991000
7965,6208992000
7966,6208999000
7967,6209201000
7968,6209202000
7969,6209301000
7970,6209302000
7971,62099010
7972,6209901010
7973,6209901090
7974,6209902000
7975,6210101000
7976,6210102000
7977,6210201000
7978,6210202000
7979,6210203000
7980,6210301000
7981,6210302000
7982,6210303000
7983,6210401000
7984,6210402000
7985,6210403000
7986,6210501000
7987,6210502000
7988,6210503000
7989,6211111000
7990,6211119000
7991,6211121000
7992,6211129000
7993,6211201000
7994,6211209000
7995,6211321000
7996,6211329000
7997,6211331000
7998,6211332000
7999,6211391000
8000,6211399000
8001,6211421000
8002,6211429000
8003,6211431000
8004,6211432000
8005,6211491000
8006,6211499000
8007,6212101000
8008,6212102000
8009,6212109000
8010,6212201000
8011,6212202000
8012,6212209000
8013,6212300000
8014,6212900000
8015,6213200000
8016,6213900000
8017,6214100000
8018,6214200000
8019,6214300000
8020,6214400000
8021,6214900000
8022,6215100000
8023,6215200000
8024,6215900000
8025,6216001000
8026,6216009000
8027,6217100000
8028,6217900000
8029,6301100000
8030,6301200000
8031,6301300000
8032,6301400000
8033,6301900000
8034,6302101000
8035,6302109000
8036,6302210000
8037,6302220000
8038,6302290000
8039,6302310000
8040,6302320000
8041,6302390000
8042,6302400000
8043,6302510000
8044,6302530000
8045,6302590000
8046,6302600000
8047,6302910000
8048,6302930000
8049,6302990000
8050,6303120000
8051,6303191000
8052,6303199000
8053,6303910000
8054,6303920000
8055,6303990000
8056,6304110000
8057,6304190000
8058,6304200000
8059,6304910000
8060,6304920000
8061,6304930000
8062,6304990000
8063,6305100000
8064,6305200000
8065,6305320000
8066,6305330000
8067,6305390000
8068,6305900000
8069,6306120000
8070,6306190000
8071,6306220000
8072,6306290000
8073,6306300000
8074,6306401000
8075,6306409000
8076,6306901000
8077,6306902000
8078,6306909000
8079,6307100000
8080,6307200000
8081,6307901000
8082,6307902000
8083,6307903000
8084,6307909000
8085,6308000000
8086,6309000000
8087,6310100000
8088,6310900000
8089,6401100000
8090,6401921000
8091,64019290
8092,6401929010
8093,6401929090
8094,64019910
8095,6401991010
8096,6401991090
8097,6401999000
8098,6402120000
8099,6402190000
8100,6402200000
8101,6402911000
8102,6402912000
8103,6402919000
8104,6402991000
8105,6402992000
8106,6402999000
8107,6403120000
8108,6403190000
8109,6403200000
8110,6403400000
8111,6403511000
8112,6403519000
8113,6403591000
8114,6403599000
8115,6403911000
8116,6403912000
8117,6403913000
8118,6403914000
8119,6403919000
8120,6403991000
8121,6403992000
8122,6403993000
8123,6403994000
8124,6403999000
8125,6404110000
8126,6404191000
8127,6404199000
8128,6404201000
8129,6404209000
8130,6405100000
8131,6405200000
8132,6405900000
8133,6406101000
8134,6406102000
8135,6406201000
8136,6406202000
8137,6406901000
8138,64069090
8139,6406909010
8140,6406909020
8141,6406909030
8142,6406909040
8143,6406909090
8144,6501000000
8145,6502000000
8146,6504000000
8147,6505001000
8148,65050090
8149,650500901
8150,6505009011
8151,6505009019
8152,650500902
8153,6505009021
8154,6505009022
8155,6505009029
8156,6505009090
8157,6506100000
8158,6506910000
8159,6506991000
8160,6506992000
8161,6506999000
8162,6507000000
8163,6601100000
8164,6601910000
8165,6601991000
8166,6601992000
8167,6601999000
8168,6602001000
8169,6602002000
8170,6602003000
8171,6602009000
8172,6603200000
8173,6603900000
8174,6701000000
8175,6702100000
8176,6702901000
8177,6702902000
8178,6702909000
8179,67030010
8180,6703001010
8181,6703001090
8182,6703009000
8183,6704110000
8184,6704191000
8185,6704192000
8186,6704193000
8187,6704194000
8188,6704199000
8189,6704201000
8190,6704202000
8191,6704203000
8192,6704204000
8193,6704205000
8194,6704209000
8195,6704900000
8196,6801000000
8197,6802100000
8198,6802211000
8199,6802212000
8200,6802213000
8201,6802230000
8202,6802291000
8203,6802299000
8204,6802911000
8205,6802912000
8206,6802913000
8207,6802920000
8208,6802930000
8209,6802990000
8210,6803001000
8211,6803009000
8212,6804100000
8213,6804210000
8214,6804220000
8215,6804230000
8216,6804300000
8217,6805100000
8218,6805200000
8219,6805300000
8220,6806101000
8221,6806102000
8222,6806103000
8223,6806109000
8224,6806201000
8225,6806202000
8226,6806204000
8227,6806209000
8228,6806901000
8229,6806909000
8230,6807100000
8231,6807900000
8232,6808000000
8233,6809110000
8234,6809190000
8235,6809900000
8236,6810111000
8237,6810112000
8238,6810191000
8239,6810192000
8240,6810193000
8241,6810199000
8242,6810910000
8243,6810991000
8244,6810992000
8245,6810993000
8246,6810994000
8247,6810995000
8248,6810999000
8249,68114010
8250,6811401010
8251,6811401090
8252,68114020
8253,6811402010
8254,6811402090
8255,6811403000
8256,68114090
8257,6811409010
8258,6811409090
8259,6811810000
8260,6811820000
8261,6811891000
8262,6811899000
8263,6812801000
8264,6812803000
8265,6812809000
8266,6812910000
8267,6812920000
8268,6812930000
8269,6812990000
8270,68132010
8271,6813201010
8272,6813201090
8273,6813202000
8274,68132090
8275,6813209010
8276,6813209090
8277,6813810000
8278,6813891000
8279,6813899000
8280,6814100000
8281,6814900000
8282,6815101000
8283,6815102000
8284,6815109000
8285,6815200000
8286,6815910000
8287,6815990000
8288,6901001000
8289,6901002000
8290,6901003000
8291,69010090
8292,6901009010
8293,6901009090
8294,6902100000
8295,6902200000
8296,6902901000
8297,6902909000
8298,6903101000
8299,69031020
8300,6903102010
8301,6903102090
8302,6903103000
8303,6903104000
8304,6903105000
8305,6903106000
8306,6903107000
8307,6903108000
8308,6903109000
8309,6903201000
8310,6903202000
8311,6903203000
8312,6903204000
8313,6903205000
8314,6903206000
8315,6903207000
8316,6903208000
8317,6903209000
8318,6903901000
8319,69039090
8320,6903909010
8321,6903909020
8322,6903909030
8323,6903909040
8324,6903909050
8325,6903909060
8326,6903909070
8327,6903909080
8328,6903909090
8329,6904100000
8330,6904900000
8331,6905100000
8332,6905901000
8333,6905902000
8334,6905909000
8335,6906001000
8336,6906002000
8337,6907210000
8338,6907221000
8339,6907229000
8340,6907230000
8341,6907301000
8342,6907309000
8343,6907401000
8344,6907409000
8345,6909110000
8346,6909120000
8347,6909190000
8348,6909900000
8349,6910101000
8350,6910102000
8351,6910103000
8352,6910104000
8353,6910109000
8354,6910900000
8355,6911101000
8356,6911102000
8357,6911109000
8358,6911901000
8359,6911902000
8360,6911909000
8361,69120010
8362,6912001010
8363,6912001020
8364,6912001090
8365,6912002000
8366,6912003000
8367,6912009000
8368,6913101000
8369,69131090
8370,6913109020
8371,6913109090
8372,6913901000
8373,69139090
8374,6913909020
8375,6913909090
8376,6914101000
8377,6914109000
8378,6914901000
8379,6914909000
8380,7001001000
8381,7001002000
8382,7002100000
8383,7002201000
8384,7002209000
8385,7002311000
8386,7002319000
8387,7002320000
8388,7002390000
8389,7003121000
8390,7003122000
8391,7003123000
8392,7003124000
8393,7003125000
8394,7003126000
8395,7003127000
8396,7003191000
8397,7003192000
8398,7003193000
8399,7003194000
8400,7003195000
8401,7003196000
8402,7003197000
8403,7003200000
8404,7003300000
8405,7004201000
8406,7004202000
8407,7004203000
8408,7004204000
8409,7004205000
8410,7004206000
8411,7004207000
8412,7004901000
8413,7004902000
8414,7004903000
8415,7004904000
8416,7004905000
8417,7004906000
8418,7004907000
8419,70051010
8420,7005101010
8421,7005101020
8422,7005101030
8423,7005101040
8424,70051020
8425,7005102010
8426,7005102020
8427,7005102030
8428,7005102040
8429,70051090
8430,7005109010
8431,7005109020
8432,7005109030
8433,7005109040
8434,7005211000
8435,7005212000
8436,7005213000
8437,7005214000
8438,7005215000
8439,7005216000
8440,70052170
8441,7005217010
8442,7005217020
8443,7005217030
8444,70052910
8445,7005291010
8446,7005291020
8447,7005291030
8448,7005291040
8449,700529109
8450,7005291091
8451,7005291092
8452,7005291099
8453,70052920
8454,7005292010
8455,7005292020
8456,7005292030
8457,700529209
8458,7005292091
8459,7005292092
8460,7005292099
8461,70052930
8462,7005293010
8463,7005293020
8464,7005293090
8465,70052940
8466,7005294010
8467,7005294020
8468,7005294090
8469,70052950
8470,7005295010
8471,7005295020
8472,7005295090
8473,70052960
8474,7005296010
8475,7005296020
8476,7005296090
8477,70052970
8478,7005297010
8479,7005297020
8480,7005297090
8481,70052980
8482,7005298010
8483,7005298020
8484,7005298090
8485,70052990
8486,7005299010
8487,7005299020
8488,7005299090
8489,7005300000
8490,7006001000
8491,7006002000
8492,7006003000
8493,7006004000
8494,7006009000
8495,7007111000
8496,7007112000
8497,7007191000
8498,7007192000
8499,7007211000
8500,7007212000
8501,7007291000
8502,7007292000
8503,7008000000
8504,7009100000
8505,7009910000
8506,7009920000
8507,7010100000
8508,7010200000
8509,7010900000
8510,7011100000
8511,7011201000
8512,7011209000
8513,7011900000
8514,7013100000
8515,7013220000
8516,7013280000
8517,7013330000
8518,7013370000
8519,7013410000
8520,7013420000
8521,7013490000
8522,7013910000
8523,7013990000
8524,7014001000
8525,70140090
8526,7014009010
8527,7014009020
8528,7015100000
8529,7015901000
8530,7015902000
8531,7015909000
8532,7016100000
8533,7016901000
8534,70169090
8535,7016909010
8536,7016909020
8537,7016909090
8538,7017100000
8539,7017200000
8540,7017900000
8541,7018101000
8542,7018102000
8543,7018103000
8544,7018104000
8545,7018109000
8546,7018200000
8547,7018901000
8548,7018909000
8549,7019110000
8550,7019120000
8551,7019190000
8552,7019310000
8553,7019320000
8554,7019390000
8555,7019400000
8556,7019510000
8557,7019520000
8558,7019590000
8559,7019901000
8560,7019909000
8561,70200010
8562,702000101
8563,7020001011
8564,7020001012
8565,7020001013
8566,7020001019
8567,7020001090
8568,7020009000
8569,7101101000
8570,7101102000
8571,7101210000
8572,7101220000
8573,7102100000
8574,7102210000
8575,7102290000
8576,7102310000
8577,7102390000
8578,7103100000
8579,7103911000
8580,71039190
8581,7103919010
8582,7103919020
8583,7103919030
8584,7103991000
8585,71039990
8586,7103999010
8587,7103999020
8588,7103999030
8589,7103999040
8590,7103999090
8591,7104100000
8592,7104201000
8593,7104209000
8594,71049010
8595,7104901010
8596,7104901020
8597,7104901090
8598,71049090
8599,7104909010
8600,7104909090
8601,7105101000
8602,7105102000
8603,7105901000
8604,7105909000
8605,7106100000
8606,7106911000
8607,7106919000
8608,7106921000
8609,7106922000
8610,7106923000
8611,7106929000
8612,7107001000
8613,7107002000
8614,7107003000
8615,7107004000
8616,7107009000
8617,7108110000
8618,7108121000
8619,7108129000
8620,71081310
8621,7108131010
8622,7108131090
8623,71081390
8624,7108139010
8625,7108139020
8626,7108139090
8627,7108200000
8628,7109000000
8629,7110110000
8630,7110190000
8631,7110210000
8632,7110290000
8633,7110310000
8634,7110390000
8635,7110410000
8636,7110490000
8637,7111000000
8638,7112300000
8639,7112911000
8640,7112919000
8641,7112921000
8642,7112929000
8643,7112991000
8644,7112992000
8645,7112999000
8646,7113110000
8647,7113191000
8648,7113192000
8649,7113199000
8650,7113201000
8651,7113202000
8652,7113203000
8653,7113209000
8654,7114111000
8655,7114112000
8656,7114113000
8657,7114114000
8658,7114119000
8659,7114191000
8660,7114193000
8661,7114199000
8662,7114201000
8663,7114203000
8664,7114204000
8665,7114209000
8666,7115100000
8667,71159010
8668,7115901010
8669,7115901090
8670,71159090
8671,7115909010
8672,7115909020
8673,7115909090
8674,7116101000
8675,7116102000
8676,7116201000
8677,71162090
8678,7116209010
8679,7116209090
8680,7117110000
8681,7117191000
8682,7117192000
8683,7117193000
8684,7117194000
8685,7117195000
8686,7117196000
